Description,Ticker,Field ID,Field Mnemonic,Data State,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb,23-Mar,23-Apr,23-May,23-Jun,23-Jul,23-Aug,23-Sep,23-Oct,23-Nov
            ProShares S&P Technology Divid,TDV US Equity,0.0,0.0,Expression,4.684108,2.267318,-5.951229,2.335753,6.594844,7.576585,16.186178,16.36768,2.674043,12.095122,14.437316,2.584455,7.41431,0.0
            WisdomTree Growth Leaders Fund,PLAT US Equity,0.0,0.0,Expression,0.0,0.0,-0.982002,0.0,0.813616,0.0,0.0,0.0,0.0,0.0,0.0,-1.322391,-2.190301,0.0
            iShares US Tech Breakthrough M,TECB US Equity,0.0,0.0,Expression,-2.62496,0.0,-1.46206,-1.51258,0.0,-4.734185,0.0,-20.38607,5.315445,-90.69257,1.886865,0.0,-3.669278,0.0
            MicroSectors FANG+ ETNs,FNGS US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.669012,0.0,0.0,0.0,0.0,0.0
            First Trust Expanded Technolog,XPND US Equity,0.0,0.0,Expression,2.346235,0.0,-0.803551,-11.323,0.0,0.0,0.0,0.985,-2.0235,0.0,0.0,0.0,0.0,0.0
            KraneShares Hang Seng TECH Ind,KTEC US Equity,0.0,0.0,Expression,-1.942,-2.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,0.0
            Global X NASDAQ 100 Collar 95-,QCLR US Equity,0.0,0.0,Expression,-0.8748,0.0,0.0,0.0,0.0,-0.4482,0.0,0.0,0.0,-0.4924,0.0,0.0,-0.2395,0.0
            MicroSectors FANG+ ETNs,FNGS US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.669012,0.0,0.0,0.0,0.0,0.0
            Global X Nasdaq 100 Risk Manag,QRMI US Equity,0.0,0.0,Expression,1.46,-0.5373,-1.0575,-0.1729,0.0,0.0,0.3609,0.3623,0.7254,0.5491,0.7106,0.0,1.2052,0.0
            Pacer BlueStar Engineering the,BULD US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Bitwise Web3 ETF,BWEB US Equity,0.0,0.0,Expression,0.0,0.0,-0.0061,0.0,-1.23096,0.0,0.0,0.0,-0.00486,0.0,0.0,0.0,0.0,0.0
            INQQ The India Internet & Ecom,INQQ US Equity,0.0,0.0,Expression,0.0,0.0,0.5562,0.0,0.207,0.0,0.201,0.3081,2.639,1.327,1.6135,1.3866,0.0,0.0
            AXS Short China Internet ETF,SWEB US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-0.766269,0.093105,0.0,0.0,0.310297,0.0,0.0,0.0,0.0,0.0,0.0
            SoFi Web 3 ETF,TWEB US Equity,0.0,0.0,Expression,-6.02192,0.0,0.0,0.0,0.0,0.0,0.401312,0.0,0.0,-0.011238,0.0,0.364536,0.0,0.0
            Global X Information Technolog,TYLG US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2947,0.3083,0.0,0.0,0.0,0.0
        Semiconductors,0,0.0,0.0,Sum,541.095747,214.333927,-494.367721,521.432163,189.346318,761.467574,-80.175044,293.31547,-591.858413,567.258264,840.042545,-21.103172,403.931532,0.0
            ProShares Ultra Semiconductors,USD US Equity,0.0,0.0,Expression,1.032437,-5.08395,-2.253785,1.375042,-1.465055,-0.866455,-6.221455,-6.480277,0.419501,-5.431253,4.720683,19.378437,-3.814035,0.0
            First Trust Nasdaq Semiconduct,FTXL US Equity,0.0,0.0,Expression,2.399612,2.768117,2.661055,-2.99885,14.903865,840.426077,25.702221,19.137217,34.984,22.101,37.996,-34.476762,-67.528842,0.0
            iShares Semiconductor ETF,SOXX US Equity,0.0,0.0,Expression,-42.03418,-116.977805,-13.12229,63.960685,-43.56601,255.71725,28.333145,-173.406795,120.77016,-180.25806,512.787445,-200.301932,60.009717,0.0
            VanEck Semiconductor ETF,SMH US Equity,0.0,0.0,Expression,541.734146,-69.275751,-552.935744,-121.286937,122.396217,-22.550077,-399.198742,818.058612,-488.853115,889.672338,-119.104288,-73.989471,300.879339,0.0
            Direxion Daily Semiconductors,SOXL US Equity,0.0,0.0,Expression,82.352953,-292.047306,93.059117,-601.84659,-120.077736,-390.374971,616.920935,-965.457423,-374.024538,-286.218041,491.501974,685.293771,516.268104,0.0
            SPDR S&P Semiconductor ETF,XSD US Equity,0.0,0.0,Expression,-41.173833,-0.133506,18.025969,18.807417,72.438643,104.448242,104.895016,-87.414734,2.525454,22.063543,5.794154,-49.779286,-24.103318,0.0
            ProShares UltraShort Semicondu,SSG US Equity,0.0,0.0,Expression,4.021952,-0.058855,2.878813,-2.69625,1.276225,1.849248,3.078542,-0.346243,1.129408,0.0,0.694141,1.463136,-0.567844,0.0
            Direxion Daily Semiconductors,SOXS US Equity,0.0,0.0,Expression,-6.990674,693.034331,-50.840096,1170.457411,122.366065,-9.345429,-462.576715,649.17278,115.927739,88.948945,-108.076154,-369.032197,-375.897194,0.0
            Invesco Dynamic Semiconductors,PSI US Equity,0.0,0.0,Expression,-11.5109,-11.500931,1.142245,-13.020089,19.456933,-16.391927,4.6708,21.618362,0.147416,7.136548,1.420731,-2.769666,-8.839859,0.0
            Invesco PHLX Semiconductor ETF,SOXQ US Equity,0.0,0.0,Expression,5.407554,10.162398,3.128696,7.035985,0.473813,-3.763219,2.481515,17.21945,-7.940709,7.120134,9.185466,2.786883,6.877612,0.0
            Strive US Semiconductor ETF,SHOC US Equity,0.0,0.0,Expression,5.85668,3.447185,3.888299,1.644339,1.143358,2.318835,1.739694,1.214521,3.056271,2.12311,3.122393,0.323915,0.647852,0.0
    Utilities,0,0.0,0.0,Sum,-1066.184349,337.159696,-541.948431,114.44808,-799.903238,472.157044,292.757871,455.882217,-525.405773,-198.927336,-207.743235,-473.671599,-581.732504,0.0
        Utilities Select Sector SPDR F,XLU US Equity,0.0,0.0,Expression,-972.8397,538.407146,-586.574892,-85.840244,-662.549805,586.078381,414.21867,470.069268,-488.518457,-221.242147,-47.042388,-372.025948,-84.544511,0.0
        Vanguard Utilities ETF,VPU US Equity,0.0,0.0,Expression,-66.301771,-66.5115,46.938183,42.284981,-97.03025,-60.001253,-26.3695,-14.201928,0.297493,236.113459,-68.84717,-28.37503,-195.665676,0.0
        First Trust Utilities AlphaDEX,FXU US Equity,0.0,0.0,Expression,-8.810214,-78.849129,3.327278,-1.673,-30.033,-7.899,-14.7785,11.0985,9.8575,-25.9795,-44.674649,-11.476842,8.45126,0.0
        iShares US Utilities ETF,IDU US Equity,0.0,0.0,Expression,7.711935,-0.265175,-13.05524,-30.344285,12.312305,20.717425,-8.49872,-3.8439,-65.337635,-12.333575,-24.24257,-11.580826,13.778353,0.0
        Fidelity MSCI Utilities Index,FUTY US Equity,0.0,0.0,Expression,-16.36829,-25.956905,20.585415,188.987885,-8.664685,-67.793965,-69.889545,-16.98523,36.370725,-155.822075,-16.55211,-50.262565,-290.51206,0.0
        Invesco S&P 500 Equal Weight U,RYU US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.642402,-17.534648,-9.870253,-8.494038,-31.594635,0.0
        iShares Global Utilities ETF,JXI US Equity,0.0,0.0,Expression,-10.770625,0.0,0.0,-3.074235,-5.91203,-2.91752,0.0,3.094855,5.9033,-3.054225,-5.846235,5.847624,-8.143586,0.0
        Invesco DWA Utilities Momentum,PUI US Equity,0.0,0.0,Expression,-2.26837,-25.850557,-4.88296,0.0,-0.999864,-0.951843,-0.3304,-0.637626,-1.635897,-0.984161,-0.317643,-0.628544,-0.304414,0.0
        Invesco S&P SmallCap Utilities,PSCU US Equity,0.0,0.0,Expression,-0.539222,0.0,0.0,2.297924,-2.389088,0.0,0.0,0.0,0.0,0.0,-0.544345,-0.508488,0.0,0.0
        SPDR S&P International Utiliti,IPU US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        John Hancock Multifactor Utili,JHMU US Equity,0.0,0.0,Expression,-0.630621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        ProShares Ultra Utilities,UPW US Equity,0.0,0.0,Expression,-1.443562,0.0,-2.121664,2.031891,-3.752946,0.0,1.31111,-0.963047,-0.583273,1.907892,-1.676448,0.0,0.432574,0.0
        Virtus Reaves Utilities ETF,UTES US Equity,0.0,0.0,Expression,-2.182759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.238211,0.0,0.0
        ProShares UltraShort Utilities,SDP US Equity,0.0,0.0,Expression,-0.75557,-0.550295,-1.099388,1.38448,-0.584675,0.01825,-1.40627,-0.317975,0.0,0.111132,1.296341,0.668875,-1.442648,0.0
        iShares Edge MSCI Multifactor,UTLF US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Direxion Daily Utilities Bull,UTSL US Equity,0.0,0.0,Expression,9.01442,-2.993089,-5.065163,-1.607317,0.0,4.906569,-1.498974,8.5693,3.882873,-0.109488,10.574235,0.925972,7.812839,0.0
        Direxion Daily Utilities Bear,UTLZ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Elkhorn S&P MidCap Utilities P,XU US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        PowerShares Japan Currency Hed,FXJP US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Global X MSCI China Utilities,CHIU US Equity,0.0,0.0,Expression,0.0,-0.2708,0.0,0.0,-0.2992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Cushing Utility & MLP ETF,XLUY US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
    Thematic,0,0.0,0.0,Sum,-674.476692,-25.073781,-1645.815324,-753.139377,-1262.567138,-629.894053,-823.526892,-820.259841,806.262467,1477.49068,-625.612637,-679.846206,-1207.638701,0.0
        Innovation,0,0.0,0.0,Sum,-46.249356,118.469458,-304.248298,47.891721,-4.804512,192.71395,-392.437415,128.766931,-466.196922,107.692225,-114.808502,-344.653802,4.38743,0.0
            ARK Innovation ETF,ARKK US Equity,0.0,0.0,Expression,-57.107751,69.312742,-292.99555,-0.807041,17.214906,182.747652,-399.358555,133.680044,-455.016407,223.801975,-162.055589,-388.897004,13.672124,0.0
            iShares Exponential Technologi,XT US Equity,0.0,0.0,Expression,-4.87612,39.690795,7.621875,25.95049,-5.12557,-22.80285,0.0,0.0,-35.247515,-31.227135,0.0,16.141563,-30.837334,0.0
            SPDR S&P Kensho New Economies,KOMP US Equity,0.0,0.0,Expression,18.007932,3.477606,-36.916474,25.486614,5.544842,7.987779,5.83011,19.134311,12.215216,-2.771511,5.870389,17.883178,2.293631,0.0
            Global X Thematic Growth ETF,GXTG US Equity,0.0,0.0,Expression,-3.3949,-3.393,-0.2928,1.0761,-4.4026,-1.7059,0.0,-1.4936,-2.559,-2.5824,0.4934,-0.2343,1.1445,0.0
            ALPS Disruptive Technologies E,DTEC US Equity,0.0,0.0,Expression,-3.230791,0.0,-9.412114,-0.905071,0.0,-0.892385,-2.725447,-1.82404,-9.519684,0.0,-2.807249,-1.772268,0.0,0.0
            ProShares MSCI Transformationa,ANEW US Equity,0.0,0.0,Expression,0.0,-7.20276,-3.23151,0.0,0.0,0.0,-0.872963,-3.46319,-1.82477,-0.951622,0.0,0.0,0.0,0.0
            Goldman Sachs Innovate Equity,GINN US Equity,0.0,0.0,Expression,-1.977995,14.956547,-18.171395,0.1151,-9.07144,-4.316585,-2.290963,0.0,-4.810558,-2.579728,-2.635924,0.0,0.0,0.0
            Direxion Moonshot Innovators E,MOON US Equity,0.0,0.0,Expression,-1.899622,-0.635704,-0.266632,7.655851,-6.26287,-1.143949,0.255191,0.0,-0.336406,-0.576832,-0.376042,0.0,0.190648,0.0
            Main Thematic Innovation ETF,TMAT US Equity,0.0,0.0,Expression,-2.3996,-4.9732,9.5494,10.0532,3.6212,1.3461,2.2161,2.1628,2.7544,1.2873,1.1653,1.2812,-0.414,0.0
            BlackRock Future Innovators ET,BFTR US Equity,0.0,0.0,Expression,0.0,0.51014,0.0,-0.789744,0.0,0.0,-0.800553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Jacob Forward ETF,JFWD US Equity,0.0,0.0,Expression,0.0,0.0,-0.169242,0.0,0.0,0.008872,0.0,-0.173466,0.0,0.0,0.0,0.0,-0.22011,0.0
            Global X China Innovation ETF,KEJI US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.763,0.0,0.0
            MicroSectors FANG & Innovation,BERZ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,10.575451,0.0,0.0,0.0,0.0,12.182245,0.0,0.0,0.0,0.0,0.0
            MicroSectors FANG & Innovation,BULZ US Equity,0.0,0.0,Expression,15.322354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            The Goldman Sachs Future Tech,GTEK US Equity,0.0,0.0,Expression,-1.048474,-0.557019,14.09021,-4.743485,-0.60589,2.8563,-2.787474,0.0,0.0,-5.224929,0.0,0.0,10.826704,0.0
            Kraneshares China Innovation E,KGRO US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Harbor Disruptive Innovation E,INNO US Equity,0.0,0.0,Expression,0.0,0.0,0.0,1.160459,0.317459,16.961704,1.255052,0.0,0.0,0.338734,0.0,0.0,-0.587439,0.0
            Neuberger Berman Disrupters ET,NBDS US Equity,0.0,0.0,Expression,0.0,0.0,8.562375,-0.549865,-3.019235,-2.00185,-2.04882,-1.05646,1.713192,1.174771,0.58175,0.0,0.0,0.0
            YieldMax Innovation Option Inc,OARK US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.914975,9.12765,3.84173,2.976373,11.053097,25.357063,26.351045,10.78174,-2.375558,0.0
            Invesco Nasdaq Future Gen 200,QQQS US Equity,0.0,0.0,Expression,1.035046,0.82449,0.02722,0.0,0.308855,0.282056,0.0,0.278035,1.183349,0.296408,0.0,0.0,0.0,0.0
            AXS 2x Innovation ETF,TARK US Equity,0.0,0.0,Expression,-2.054475,4.032836,19.354844,-29.695918,-4.239144,8.364336,5.049177,-1.067806,-6.885116,-10.104016,16.018605,0.193934,13.075802,0.0
            AAM Transformers ETF,TRFM US Equity,0.0,0.0,Expression,0.0,2.425985,-0.536445,4.82216,0.0,0.629205,0.0,0.0,3.58559,2.146717,0.698948,0.731155,1.28774,0.0
            iShares US Tech Breakthrough M,TECB US Equity,0.0,0.0,Expression,-2.62496,0.0,-1.46206,-1.51258,0.0,-4.734185,0.0,-20.38607,5.315445,-90.69257,1.886865,0.0,-3.669278,0.0
            BlackRock Future U.S. Themes E,BTHM US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
        Tech & Communications,0,0.0,0.0,Sum,221.942104,-163.679696,-319.465884,-39.579515,0.054816,-210.053906,4.12878,-77.335901,925.680806,389.938271,-91.405439,-47.88033,-548.824561,0.0
            SPDR S&P Technology Hardware E,XTH US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Global X Social Media ETF,SOCL US Equity,0.0,0.0,Expression,-16.5897,-1.13,-4.9889,0.1635,5.7663,-4.5896,0.0,-0.2889,-11.8844,0.0,-3.5061,9.6745,7.176,0.0
            ARK Next Generation Internet E,ARKW US Equity,0.0,0.0,Expression,20.738102,-20.483791,-49.52169,12.924507,-30.986824,-14.624017,-10.023896,-6.593816,13.901996,32.528877,-58.793682,-13.965577,-39.868691,0.0
            Global X Internet of Things ET,SNSR US Equity,0.0,0.0,Expression,-9.5936,-4.7696,-0.8802,0.0,34.4323,-34.7644,22.732,-30.119,20.6485,-8.7779,-28.6881,-1.5225,-6.3504,0.0
            SPDR S&P Internet ETF,XWEB US Equity,0.0,0.0,Expression,1.971047,-0.660957,-0.675394,-1.359347,0.0,0.0,-0.693033,-0.658679,0.783738,0.0,-0.833489,0.0,0.0,0.0
            ALPS O'Shares Global Internet,OGIG US Equity,0.0,0.0,Expression,-6.246009,-14.297072,-8.631971,-14.044858,-1.404587,-7.362343,-1.403478,-2.834511,-6.405836,0.0,-3.118138,-8.535023,-1.581643,0.0
            AdvisorShares New Tech and Med,FNG US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Invesco Dynamic Networking ETF,PXQ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.348119,-0.794631,0.0,0.0
            Innovator Deepwater Frontier T,LOUP US Equity,0.0,0.0,Expression,-4.174165,0.0,0.0,-1.6172,1.68804,-1.665865,0.0,0.0,0.0,0.0,-1.9183,0.0,0.0,0.0
            Defiance Quantum ETF,QTUM US Equity,0.0,0.0,Expression,0.102365,-4.06742,-2.040035,-6.37516,2.287935,4.344115,2.21744,11.89408,22.321465,0.0,7.26357,7.29509,0.0,0.0
            SPDR FactSet Innovative Techno,XITK US Equity,0.0,0.0,Expression,1.12086,-5.808875,-1.043407,-2.336319,-3.661244,-2.25131,-20.219576,-1.109979,5.299844,-4.204275,1.279249,0.048337,-3.573592,0.0
            First Trust Dow Jones Internet,FDN US Equity,0.0,0.0,Expression,235.986971,-145.250425,-243.138294,-26.668315,-11.63,-142.8845,12.9105,-28.202,885.527,368.3535,16.745642,-33.197853,-506.422916,0.0
            First Trust Dow Jones Internat,FDNI US Equity,0.0,0.0,Expression,-1.042132,0.0,-1.095185,-2.424,3.8245,-2.215,0.0,-1.1235,0.0,0.0,-1.2135,0.0,0.0,0.0
            Invesco Nasdaq Internet ETF,PNQI US Equity,0.0,0.0,Expression,-4.736084,7.517781,4.551122,-3.43697,-4.220342,5.279644,-4.092256,-10.245523,1.53801,-5.672183,-7.249463,-1.618618,0.888501,0.0
            Goldman Sachs Data-Driven Worl,GDAT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Direxion Daily Dow Jones Inter,WEBL US Equity,0.0,0.0,Expression,9.881558,25.321134,2.668621,-19.547138,-1.275916,2.725381,-3.367759,-13.713795,-9.381859,3.620124,-6.060292,-3.574181,3.814756,0.0
            Direxion Daily Dow Jones Inter,WEBS US Equity,0.0,0.0,Expression,-6.149014,-0.469342,-14.670551,25.141785,4.577413,-12.046011,5.932077,4.923986,0.827117,3.470084,-2.535003,-1.689874,-2.906576,0.0
            BlackRock Future Tech ETF,BTEK US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738328,0.0,0.0,0.0,0.0,0.0,0.0
            SmartETFs Advertising & Market,MRAD US Equity,0.0,0.0,Expression,0.671905,-0.755104,0.0,0.0,-0.14281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Franklin Exponential Data ETF,XDAT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.800051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Roundhill Streaming Services &,SUBZ US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Roundhill IO Digital Infrastru,BYTE US Equity,0.0,0.0,Expression,0.0,1.173975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.66621,0.0,0.0,0.0
            Fount Subscription Economy ETF,SUBS US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,-0.469362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Proshares Big Data Refiners ET,DAT US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.606123,0.0,0.715915,0.0,0.0,0.0,0.0,0.0
            ProShares Nanotechnology ETF,TINY US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Pacer Data And Digital Revolut,TRFK US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002592,1.789316,0.620044,1.236496,0.0,0.0,0.0
        Healthcare,0,0.0,0.0,Sum,-95.346148,-44.345767,-56.398198,28.096815,-57.498626,10.212041,-53.99727,-48.973949,-28.979498,110.907672,-63.770989,-27.163912,-100.73087,0.0
            Loncar Cancer Immunotherapy ET,CNCR US Equity,0.0,0.0,Expression,1.551515,0.0,0.0,0.0,-0.75053,0.0,-2.48195,-3.36076,-1.41936,-0.654655,-0.626455,0.0,2.765996,0.0
            ARK Genomic Revolution ETF,ARKG US Equity,0.0,0.0,Expression,-78.289835,-17.262161,-66.272307,-4.718752,-42.948462,16.308541,-39.912034,-22.768281,-17.137735,96.979903,-39.678328,-51.327801,-18.99094,0.0
            Global X Aging Population ETF,LNGR US Equity,0.0,0.0,Expression,0.0,0.0,0.0,20.765,0.0,-0.2612,-0.8418,-15.3981,-3.3312,0.0,9.8658,-1.8988,2.549,0.0
            Goldman Sachs Human Evolution,GDNA US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Global X Genomics & Biotechnol,GNOM US Equity,0.0,0.0,Expression,-7.9796,-3.1533,14.3284,1.7064,-1.1857,0.9431,-11.5777,1.3814,0.637,6.0076,-39.4618,46.1878,-74.8675,0.0
            ETFMG Treatments Testing and A,GERM US Equity,0.0,0.0,Expression,0.0,0.0,0.0,-2.424095,0.0,-1.06724,0.0,-1.054525,0.0,-1.034655,-1.00059,0.0,0.0,0.0
            Franklin Genomic Advancements,HELX US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.516475,0.0,0.0,0.0
            Global X Telemedicine & Digita,EDOC US Equity,0.0,0.0,Expression,-2.3373,-10.4943,0.8078,-5.7846,-3.7368,-5.176,-4.9524,-1.8522,-3.2458,-2.5032,-3.2385,-2.5374,-10.6797,0.0
            BlackRock Future Health ETF,BMED US Equity,0.0,0.0,Expression,-0.854136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.909144,0.0,0.0,0.0
            Indexiq Etf Trust-IQ Healthy H,HART US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Global X Aging Population ETF,AGNG US Equity,0.0,0.0,Expression,0.0,0.0,0.0,20.765,0.0,-0.2612,-0.8418,-15.3981,-3.3312,0.0,9.8658,-1.8988,2.549,0.0
            Hartford Longevity Economy ETF,HLGE US Equity,0.0,0.0,Expression,0.0,-15.401902,0.0,1.212616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Global X China Biotech Innovat,CHB US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            First Trust Indxx Medical Devi,MDEV US Equity,0.0,0.0,Expression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Wisdomtree BioRevolution Fund,WDNA US Equity,0.0,0.0,Expression,0.0,-0.539209,0.0,-1.464652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Apex Healthcare ETF,APXH US Equity,0.0,0.0,Expression,0.0,-2.8535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Goldman Sachs Future Health Ca,GDOC US Equity,0.0,0.0,Expression,0.0,0.0,-3.897649,1.595409,0.0,0.0,0.0,0.0,2.501341,1.664529,0.0,0.0,-2.189608,0.0
            Simplify Health Care ETF,PINK US Equity,0.0,0.0,Expression,-7.436792,5.259589,7.381016,-3.16922,-9.099284,-0.613028,7.772324,9.238837,-2.422139,11.73501,5.925878,-17.906041,-1.867118,0.0
            Direxion mRNA ETF,MSGR US Equity,0.0,0.0,Expression,0.0,-0.357199,1.094558,-0.386291,-1.140055,0.339068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Kelly CRISPR & Gene Editing Te,XDNA US Equity,0.0,0.0,Expression,0.0,-0.863775,-0.99363,0.0,0.0,0.0,0.0,0.23778,0.0,0.0,0.204915,0.0,0.0,0.0
            First Trust Nasdaq Lux Digital,EKG US Equity,0.0,0.0,Expression,0.0,0.0,-0.012931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            Subversive Mental Health ETF,SANE US Equity,0.0,0.0,Expression,0.0,0.0,0.622905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
            iShares Genomics Immunology an,IDNA US Equity,0.0,0.0,Expression,0.0,1.31999,-9.45636,0.0,1.362205,0.0,-1.16191,0.0,-1.230405,-1.28686,-2.20209,2.21713,0.0,0.0
        Clean Energy,0,0.0,0.0,Sum,-283.631201,357.455,-310.187684,-99.433458,-273.099772,-173.192804,112.507089,-77.22674,7.274161,23.173425,-254.657669,-14.505709,-196.538411,0.0
            Invesco WilderHill Clean Energ,PBW US Equity,0.0,0.0,Expression,-29.998505,10.745618,-43.279483,-2.012513,-18.392173,4.845903,-24.377373,-9.683018,-19.222955,-13.599979,-33.32034,-9.240101,-3.425022,0.0
            Invesco MSCI Sustainable Futur,PZD US Equity,0.0,0.0,Expression,0.0,-5.300107,0.0,-4.893113,-2.477254,-2.470144,-7.094866,-2.318179,-9.661354,-10.074573,0.0,-4.632324,-0.030231,0.0
            Invesco Global Clean Energy ET,PBD US Equity,0.0,0.0,Expression,1.985958,-6.040842,-3.024236,-2.866292,-0.984206,0.0,-0.947028,-2.794617,0.0,-5.770549,-1.759155,-3.87684,-1.371465,0.0
            First Trust NASDAQ Clean Edge,GRID US Equity,0.0,0.0,Expression,0.0,5.277876,10.364144,14.2055,4.674,-9.1745,14.726,24.1225,88.3665,244.7995,-4.370304,-10.094954,-64.648335,0.0
            SPDR S&P Kensho Clean Power ET,CNRG US Equity,0.0,0.0,Expression,9.142691,8.783139,2.674358,-2.574981,6.298868,4.286898,0.87036,-5.644972,-0.816915,-2.614957,-0.967962,-9.457191,-6.524628,0.0
            ALPS Clean Energy ETF,ACES US Equity,0.0,0.0,Expression,-17.134266,2.629072,-17.07174,-16.641798,-42.104759,-13.615066,5.897447,-12.814838,4.043574,-17.991327,-2.216536,-5.038002,8.963042,0.0
            iShares Global Clean Energy ET,ICLN US Equity,0.0,0.0,Expression,-8.81807,97.13324,-13.93812,-105.41985,-80.87205,-51.89036,-29.42168,-154.06569,-96.97413,-131.67306,-114.88158,-46.413449,-184.269404,0.0
